Sp1	Sp2	obs.C-score	exp.C-score	SES_Cscore	pval_less	pval_greater
OTU_10	OTU_194	0	0	-0.747998890436078	0.641358641358641	1
OTU_10	OTU_195	0	0	NA	1	1
OTU_10	OTU_196	1	0	-0.411504532500648	0.759240759240759	0.856143856143856
OTU_10	OTU_197	4	1	1.78402684774134	1	0.228771228771229
OTU_10	OTU_198	0	0	-0.707813534767456	0.666333666333666	1
OTU_10	OTU_199	4	1	1.79384787757662	1	0.226773226773227
OTU_10	OTU_200	0	0	-1.0851131684001	0.45954045954046	1
OTU_10	OTU_201	0	2	-1.05305044240739	0.32967032967033	1
OTU_10	OTU_202	0	0	-0.98880461583973	0.375624375624376	1
OTU_10	OTU_203	0	0	-0.731821161200991	0.651348651348651	1
OTU_10	OTU_204	0	0	-0.743130026324361	0.644355644355644	1
OTU_10	OTU_205	0	0	-1.03356493799886	0.348651348651349	1
OTU_10	OTU_206	2	2	0.280893119749288	0.933066933066933	0.654345654345654
OTU_10	OTU_207	0	0	NA	1	1
OTU_10	OTU_208	0	0	-0.733432394241676	0.65034965034965	1
OTU_10	OTU_209	0	0	-1.05501219896157	0.473526473526474	1
OTU_10	OTU_210	0	3	-0.73827465014162	0.647352647352647	1
OTU_10	OTU_211	0	2	-1.06565256280618	0.468531468531469	1
OTU_10	OTU_212	2	0	0.948809540279942	1	0.526473526473527
OTU_10	OTU_213	1	4	-0.418655829974088	0.755244755244755	0.857142857142857
OTU_10	OTU_214	0	2	-1.01300531013693	0.36963036963037	1
OTU_10	OTU_215	1	1	-0.412168261298557	0.752247752247752	0.845154845154845
OTU_10	OTU_216	0	0	-1.10275908761683	0.451548451548452	1
OTU_10	OTU_217	0	0	-1.00575802622275	0.370629370629371	1
OTU_10	OTU_218	0	2	-1.04239867112424	0.47952047952048	1
OTU_10	OTU_219	0	2	-1.00575118097548	0.372627372627373	1
OTU_11	OTU_12	0	0	NA	1	1
OTU_11	OTU_13	0	0	NA	1	1
OTU_11	OTU_14	0	0	NA	1	1
OTU_11	OTU_15	0	0	NA	1	1
OTU_11	OTU_16	0	0	NA	1	1
OTU_11	OTU_17	0	0	NA	1	1
OTU_11	OTU_18	0	0	NA	1	1
OTU_11	OTU_19	0	0	NA	1	1
OTU_11	OTU_20	0	0	NA	1	1
OTU_11	OTU_21	0	0	NA	1	1
OTU_11	OTU_22	0	0	NA	1	1
OTU_11	OTU_23	0	0	NA	1	1
OTU_11	OTU_24	0	0	NA	1	1
OTU_11	OTU_25	0	0	NA	1	1
OTU_11	OTU_26	0	0	NA	1	1
OTU_11	OTU_27	0	0	NA	1	1
OTU_11	OTU_28	0	0	NA	1	1
OTU_11	OTU_29	0	0	NA	1	1
OTU_11	OTU_30	0	0	NA	1	1
OTU_11	OTU_31	0	0	NA	1	1
OTU_11	OTU_32	0	0	NA	1	1
OTU_11	OTU_33	0	0	NA	1	1
OTU_11	OTU_34	0	0	NA	1	1
OTU_11	OTU_35	0	0	NA	1	1
OTU_11	OTU_36	0	0	NA	1	1
OTU_11	OTU_37	0	0	NA	1	1
OTU_11	OTU_38	0	0	NA	1	1
OTU_11	OTU_39	0	0	NA	1	1
OTU_11	OTU_40	0	0	NA	1	1
OTU_11	OTU_41	0	0	NA	1	1
OTU_11	OTU_42	0	0	NA	1	1
OTU_11	OTU_43	0	0	NA	1	1
OTU_11	OTU_44	0	0	NA	1	1
OTU_11	OTU_45	0	0	NA	1	1
OTU_11	OTU_46	0	0	NA	1	1
OTU_11	OTU_47	0	0	NA	1	1
OTU_11	OTU_48	0	0	NA	1	1
OTU_11	OTU_49	0	0	NA	1	1
OTU_11	OTU_50	0	0	NA	1	1
OTU_11	OTU_51	0	0	NA	1	1
OTU_11	OTU_52	0	0	NA	1	1
OTU_11	OTU_53	0	0	NA	1	1
OTU_11	OTU_54	0	0	NA	1	1
OTU_11	OTU_55	0	0	NA	1	1
OTU_11	OTU_56	0	0	NA	1	1
OTU_11	OTU_57	0	0	NA	1	1
OTU_11	OTU_58	0	0	NA	1	1
OTU_11	OTU_59	0	0	NA	1	1
OTU_11	OTU_60	0	0	NA	1	1
OTU_11	OTU_61	0	0	NA	1	1
OTU_11	OTU_62	0	0	NA	1	1
OTU_11	OTU_63	0	0	NA	1	1
OTU_11	OTU_64	0	0	NA	1	1
OTU_11	OTU_65	0	0	NA	1	1
OTU_11	OTU_66	0	0	NA	1	1
OTU_11	OTU_67	0	0	NA	1	1
OTU_11	OTU_68	0	0	NA	1	1
OTU_11	OTU_69	0	0	NA	1	1
OTU_11	OTU_70	0	0	NA	1	1
OTU_11	OTU_71	0	0	NA	1	1
OTU_11	OTU_72	0	0	NA	1	1
OTU_11	OTU_73	0	0	NA	1	1
OTU_11	OTU_74	0	0	NA	1	1
OTU_11	OTU_75	0	0	NA	1	1
OTU_11	OTU_76	0	0	NA	1	1
OTU_11	OTU_77	0	0	NA	1	1
OTU_11	OTU_78	0	0	NA	1	1
OTU_11	OTU_79	0	0	NA	1	1
OTU_11	OTU_80	0	0	NA	1	1
OTU_11	OTU_81	0	0	NA	1	1
OTU_11	OTU_82	0	0	NA	1	1
OTU_11	OTU_83	0	0	NA	1	1
OTU_11	OTU_84	0	0	NA	1	1
OTU_11	OTU_85	0	0	NA	1	1
OTU_11	OTU_86	0	0	NA	1	1
OTU_11	OTU_87	0	0	NA	1	1
OTU_11	OTU_88	0	0	NA	1	1
OTU_11	OTU_89	0	0	NA	1	1
OTU_11	OTU_90	0	0	NA	1	1
OTU_11	OTU_91	0	0	NA	1	1
OTU_11	OTU_92	0	0	NA	1	1
OTU_11	OTU_93	0	0	NA	1	1
OTU_11	OTU_94	0	0	NA	1	1
OTU_11	OTU_95	0	0	NA	1	1
OTU_11	OTU_96	0	0	NA	1	1
OTU_11	OTU_97	0	0	NA	1	1
OTU_11	OTU_98	0	0	NA	1	1
OTU_11	OTU_99	0	0	NA	1	1
OTU_11	OTU_100	0	0	NA	1	1
OTU_11	OTU_101	0	0	NA	1	1
OTU_11	OTU_102	0	0	NA	1	1
OTU_11	OTU_103	0	0	NA	1	1
OTU_11	OTU_104	0	0	NA	1	1
OTU_11	OTU_105	0	0	NA	1	1
OTU_11	OTU_106	0	0	NA	1	1
OTU_11	OTU_107	0	0	NA	1	1
OTU_11	OTU_108	0	0	NA	1	1
OTU_11	OTU_109	0	0	NA	1	1
OTU_11	OTU_110	0	0	NA	1	1
OTU_11	OTU_111	0	0	NA	1	1
OTU_11	OTU_112	0	0	NA	1	1
OTU_11	OTU_113	0	0	NA	1	1
OTU_11	OTU_114	0	0	NA	1	1
OTU_11	OTU_115	0	0	NA	1	1
OTU_11	OTU_116	0	0	NA	1	1
OTU_11	OTU_117	0	0	NA	1	1
OTU_11	OTU_118	0	0	NA	1	1
OTU_11	OTU_119	0	0	NA	1	1
OTU_11	OTU_120	0	0	NA	1	1
OTU_11	OTU_121	0	0	NA	1	1
OTU_11	OTU_122	0	0	NA	1	1
OTU_11	OTU_123	0	0	NA	1	1
OTU_11	OTU_124	0	0	NA	1	1
OTU_11	OTU_125	0	0	NA	1	1
OTU_11	OTU_126	0	0	NA	1	1
OTU_11	OTU_127	0	0	NA	1	1
OTU_11	OTU_128	0	0	NA	1	1
OTU_11	OTU_129	0	0	NA	1	1
OTU_11	OTU_130	0	0	NA	1	1
OTU_11	OTU_131	0	0	NA	1	1
OTU_11	OTU_132	0	0	NA	1	1
OTU_11	OTU_133	0	0	NA	1	1
OTU_11	OTU_134	0	0	NA	1	1
OTU_11	OTU_135	0	0	NA	1	1
OTU_11	OTU_136	0	0	NA	1	1
OTU_11	OTU_137	0	0	NA	1	1
OTU_11	OTU_138	0	0	NA	1	1
OTU_11	OTU_139	0	0	NA	1	1
OTU_11	OTU_140	0	0	NA	1	1
OTU_11	OTU_141	0	0	NA	1	1
OTU_11	OTU_142	0	0	NA	1	1
OTU_11	OTU_143	0	0	NA	1	1
OTU_11	OTU_144	0	0	NA	1	1
OTU_11	OTU_145	0	0	NA	1	1
OTU_11	OTU_146	0	0	NA	1	1
OTU_11	OTU_147	0	0	NA	1	1
OTU_11	OTU_148	0	0	NA	1	1
OTU_11	OTU_149	0	0	NA	1	1
OTU_11	OTU_150	0	0	NA	1	1
OTU_11	OTU_151	0	0	NA	1	1
OTU_11	OTU_152	0	0	NA	1	1
OTU_11	OTU_153	0	0	NA	1	1
OTU_11	OTU_154	0	0	NA	1	1
OTU_11	OTU_155	0	0	NA	1	1
OTU_11	OTU_156	0	0	NA	1	1
OTU_11	OTU_157	0	0	NA	1	1
OTU_11	OTU_158	0	0	NA	1	1
OTU_11	OTU_159	0	0	NA	1	1
OTU_11	OTU_160	0	0	NA	1	1
OTU_11	OTU_161	0	0	NA	1	1
OTU_11	OTU_162	0	0	NA	1	1
OTU_11	OTU_163	0	0	NA	1	1
OTU_11	OTU_164	0	0	NA	1	1
OTU_11	OTU_165	0	0	NA	1	1
OTU_11	OTU_166	0	0	NA	1	1
OTU_11	OTU_167	0	0	NA	1	1
OTU_11	OTU_168	0	0	NA	1	1
OTU_11	OTU_169	0	0	NA	1	1
OTU_11	OTU_170	0	0	NA	1	1
OTU_11	OTU_171	0	0	NA	1	1
OTU_11	OTU_172	0	0	NA	1	1
OTU_11	OTU_173	0	0	NA	1	1
OTU_11	OTU_174	0	0	NA	1	1
OTU_11	OTU_175	0	0	NA	1	1
OTU_11	OTU_176	0	0	NA	1	1
OTU_11	OTU_177	0	0	NA	1	1
OTU_11	OTU_178	0	0	NA	1	1
OTU_11	OTU_179	0	0	NA	1	1
OTU_11	OTU_180	0	0	NA	1	1
OTU_11	OTU_181	0	0	NA	1	1
OTU_11	OTU_182	0	0	NA	1	1
OTU_11	OTU_183	0	0	NA	1	1
OTU_11	OTU_184	0	0	NA	1	1
OTU_11	OTU_185	0	0	NA	1	1
OTU_11	OTU_186	0	0	NA	1	1
OTU_11	OTU_187	0	0	NA	1	1
OTU_11	OTU_188	0	0	NA	1	1
OTU_11	OTU_189	0	0	NA	1	1
OTU_11	OTU_190	0	0	NA	1	1
OTU_11	OTU_191	0	0	NA	1	1
OTU_11	OTU_192	0	0	NA	1	1
OTU_11	OTU_193	0	0	NA	1	1
OTU_11	OTU_194	0	0	NA	1	1
OTU_11	OTU_195	0	0	NA	1	1
OTU_11	OTU_196	0	0	NA	1	1
OTU_11	OTU_197	0	0	NA	1	1
OTU_11	OTU_198	0	0	NA	1	1
OTU_11	OTU_199	0	0	NA	1	1
OTU_11	OTU_200	0	0	NA	1	1
OTU_11	OTU_201	0	0	NA	1	1
OTU_11	OTU_202	0	0	NA	1	1
OTU_11	OTU_203	0	0	NA	1	1
OTU_11	OTU_204	0	0	NA	1	1
OTU_11	OTU_205	0	0	NA	1	1
OTU_11	OTU_206	0	0	NA	1	1
OTU_11	OTU_207	0	0	NA	1	1
OTU_11	OTU_208	0	0	NA	1	1
OTU_11	OTU_209	0	0	NA	1	1
OTU_11	OTU_210	0	0	NA	1	1
OTU_11	OTU_211	0	0	NA	1	1
OTU_11	OTU_212	0	0	NA	1	1
OTU_11	OTU_213	0	0	NA	1	1
OTU_11	OTU_214	0	0	NA	1	1
OTU_11	OTU_215	0	0	NA	1	1
OTU_11	OTU_216	0	0	NA	1	1
OTU_11	OTU_217	0	0	NA	1	1
OTU_11	OTU_218	0	0	NA	1	1
OTU_11	OTU_219	0	0	NA	1	1
OTU_12	OTU_13	0	0	NA	1	1
OTU_12	OTU_14	0	0	NA	1	1
OTU_12	OTU_15	0	0	NA	1	1
OTU_12	OTU_16	0	0	NA	1	1
OTU_12	OTU_17	0	0	NA	1	1
OTU_12	OTU_18	0	0	NA	1	1
OTU_12	OTU_19	0	0	NA	1	1
OTU_12	OTU_20	0	0	NA	1	1
OTU_12	OTU_21	0	0	NA	1	1
OTU_12	OTU_22	0	0	NA	1	1
OTU_12	OTU_23	0	0	NA	1	1
OTU_12	OTU_24	0	0	NA	1	1
OTU_12	OTU_25	0	0	NA	1	1
OTU_12	OTU_26	0	0	NA	1	1
OTU_12	OTU_27	0	0	NA	1	1
OTU_12	OTU_28	0	0	NA	1	1
OTU_12	OTU_29	0	0	NA	1	1
OTU_12	OTU_30	0	0	NA	1	1
OTU_12	OTU_31	0	0	NA	1	1
OTU_12	OTU_32	0	0	NA	1	1
OTU_12	OTU_33	0	0	NA	1	1
OTU_12	OTU_34	0	0	NA	1	1
OTU_12	OTU_35	0	0	NA	1	1
OTU_12	OTU_36	0	0	NA	1	1
OTU_12	OTU_37	0	0	NA	1	1
OTU_12	OTU_38	0	0	NA	1	1
OTU_12	OTU_39	0	0	NA	1	1
OTU_12	OTU_40	0	0	NA	1	1
OTU_12	OTU_41	0	0	NA	1	1
OTU_12	OTU_42	0	0	NA	1	1
OTU_12	OTU_43	0	0	NA	1	1
OTU_12	OTU_44	0	0	NA	1	1
OTU_12	OTU_45	0	0	NA	1	1
OTU_12	OTU_46	0	0	NA	1	1
OTU_12	OTU_47	0	0	NA	1	1
OTU_12	OTU_48	0	0	NA	1	1
OTU_12	OTU_49	0	0	NA	1	1
OTU_12	OTU_50	0	0	NA	1	1
OTU_12	OTU_51	0	0	NA	1	1
OTU_12	OTU_52	0	0	NA	1	1
OTU_12	OTU_53	0	0	NA	1	1
OTU_12	OTU_54	0	0	NA	1	1
OTU_12	OTU_55	0	0	NA	1	1
OTU_12	OTU_56	0	0	NA	1	1
OTU_12	OTU_57	0	0	NA	1	1
OTU_12	OTU_58	0	0	NA	1	1
OTU_12	OTU_59	0	0	NA	1	1
OTU_12	OTU_60	0	0	NA	1	1
OTU_12	OTU_61	0	0	NA	1	1
OTU_12	OTU_62	0	0	NA	1	1
OTU_12	OTU_63	0	0	NA	1	1
OTU_12	OTU_64	0	0	NA	1	1
OTU_12	OTU_65	0	0	NA	1	1
OTU_12	OTU_66	0	0	NA	1	1
OTU_12	OTU_67	0	0	NA	1	1
OTU_12	OTU_68	0	0	NA	1	1
OTU_12	OTU_69	0	0	NA	1	1
OTU_12	OTU_70	0	0	NA	1	1
OTU_12	OTU_71	0	0	NA	1	1
OTU_12	OTU_72	0	0	NA	1	1
OTU_12	OTU_73	0	0	NA	1	1
OTU_12	OTU_74	0	0	NA	1	1
OTU_12	OTU_75	0	0	NA	1	1
OTU_12	OTU_76	0	0	NA	1	1
OTU_12	OTU_77	0	0	NA	1	1
OTU_12	OTU_78	0	0	NA	1	1
OTU_12	OTU_79	0	0	NA	1	1
OTU_12	OTU_80	0	0	NA	1	1
OTU_12	OTU_81	0	0	NA	1	1
OTU_12	OTU_82	0	0	NA	1	1
OTU_12	OTU_83	0	0	NA	1	1
OTU_12	OTU_84	0	0	NA	1	1
OTU_12	OTU_85	0	0	NA	1	1
OTU_12	OTU_86	0	0	NA	1	1
OTU_12	OTU_87	0	0	NA	1	1
OTU_12	OTU_88	0	0	NA	1	1
OTU_12	OTU_89	0	0	NA	1	1
OTU_12	OTU_90	0	0	NA	1	1
OTU_12	OTU_91	0	0	NA	1	1
OTU_12	OTU_92	0	0	NA	1	1
OTU_12	OTU_93	0	0	NA	1	1
OTU_12	OTU_94	0	0	NA	1	1
OTU_12	OTU_95	0	0	NA	1	1
OTU_12	OTU_96	0	0	NA	1	1
OTU_12	OTU_97	0	0	NA	1	1
OTU_12	OTU_98	0	0	NA	1	1
OTU_12	OTU_99	0	0	NA	1	1
OTU_12	OTU_100	0	0	NA	1	1
OTU_12	OTU_101	0	0	NA	1	1
OTU_12	OTU_102	0	0	NA	1	1
OTU_12	OTU_103	0	0	NA	1	1
OTU_12	OTU_104	0	0	NA	1	1
OTU_12	OTU_105	0	0	NA	1	1
OTU_12	OTU_106	0	0	NA	1	1
OTU_12	OTU_107	0	0	NA	1	1
OTU_12	OTU_108	0	0	NA	1	1
OTU_12	OTU_109	0	0	NA	1	1
OTU_12	OTU_110	0	0	NA	1	1
OTU_12	OTU_111	0	0	NA	1	1
OTU_12	OTU_112	0	0	NA	1	1
OTU_12	OTU_113	0	0	NA	1	1
OTU_12	OTU_114	0	0	NA	1	1
OTU_12	OTU_115	0	0	NA	1	1
OTU_12	OTU_116	0	0	NA	1	1
OTU_12	OTU_117	0	0	NA	1	1
OTU_12	OTU_118	0	0	NA	1	1
OTU_12	OTU_119	0	0	NA	1	1
OTU_12	OTU_120	0	0	NA	1	1
OTU_12	OTU_121	0	0	NA	1	1
OTU_12	OTU_122	0	0	NA	1	1
OTU_12	OTU_123	0	0	NA	1	1
OTU_12	OTU_124	0	0	NA	1	1
OTU_12	OTU_125	0	0	NA	1	1
OTU_12	OTU_126	0	0	NA	1	1
OTU_12	OTU_127	0	0	NA	1	1
OTU_12	OTU_128	0	0	NA	1	1
OTU_12	OTU_129	0	0	NA	1	1
OTU_12	OTU_130	0	0	NA	1	1
OTU_12	OTU_131	0	0	NA	1	1
OTU_12	OTU_132	0	0	NA	1	1
OTU_12	OTU_133	0	0	NA	1	1
OTU_12	OTU_134	0	0	NA	1	1
OTU_12	OTU_135	0	0	NA	1	1
OTU_12	OTU_136	0	0	NA	1	1
OTU_12	OTU_137	0	0	NA	1	1
OTU_12	OTU_138	0	0	NA	1	1
OTU_12	OTU_139	0	0	NA	1	1
OTU_12	OTU_140	0	0	NA	1	1
OTU_12	OTU_141	0	0	NA	1	1
OTU_12	OTU_142	0	0	NA	1	1
OTU_12	OTU_143	0	0	NA	1	1
OTU_12	OTU_144	0	0	NA	1	1
OTU_12	OTU_145	0	0	NA	1	1
OTU_12	OTU_146	0	0	NA	1	1
OTU_12	OTU_147	0	0	NA	1	1
OTU_12	OTU_148	0	0	NA	1	1
OTU_12	OTU_149	0	0	NA	1	1
OTU_12	OTU_150	0	0	NA	1	1
OTU_12	OTU_151	0	0	NA	1	1
OTU_12	OTU_152	0	0	NA	1	1
OTU_12	OTU_153	0	0	NA	1	1
OTU_12	OTU_154	0	0	NA	1	1
OTU_12	OTU_155	0	0	NA	1	1
OTU_12	OTU_156	0	0	NA	1	1
OTU_12	OTU_157	0	0	NA	1	1
OTU_12	OTU_158	0	0	NA	1	1
OTU_12	OTU_159	0	0	NA	1	1
OTU_12	OTU_160	0	0	NA	1	1
OTU_12	OTU_161	0	0	NA	1	1
OTU_12	OTU_162	0	0	NA	1	1
OTU_12	OTU_163	0	0	NA	1	1
OTU_12	OTU_164	0	0	NA	1	1
OTU_12	OTU_165	0	0	NA	1	1
OTU_12	OTU_166	0	0	NA	1	1
OTU_12	OTU_167	0	0	NA	1	1
OTU_12	OTU_168	0	0	NA	1	1
OTU_12	OTU_169	0	0	NA	1	1
OTU_12	OTU_170	0	0	NA	1	1
OTU_12	OTU_171	0	0	NA	1	1
OTU_12	OTU_172	0	0	NA	1	1
OTU_12	OTU_173	0	0	NA	1	1
OTU_12	OTU_174	0	0	NA	1	1
OTU_12	OTU_175	0	0	NA	1	1
OTU_12	OTU_176	0	0	NA	1	1
OTU_12	OTU_177	0	0	NA	1	1
OTU_12	OTU_178	0	0	NA	1	1
OTU_12	OTU_179	0	0	NA	1	1
OTU_12	OTU_180	0	0	NA	1	1
OTU_12	OTU_181	0	0	NA	1	1
OTU_12	OTU_182	0	0	NA	1	1
OTU_12	OTU_183	0	0	NA	1	1
OTU_12	OTU_184	0	0	NA	1	1
OTU_12	OTU_185	0	0	NA	1	1
OTU_12	OTU_186	0	0	NA	1	1
OTU_12	OTU_187	0	0	NA	1	1
OTU_12	OTU_188	0	0	NA	1	1
OTU_12	OTU_189	0	0	NA	1	1
OTU_12	OTU_190	0	0	NA	1	1
OTU_12	OTU_191	0	0	NA	1	1
OTU_12	OTU_192	0	0	NA	1	1
OTU_12	OTU_193	0	0	NA	1	1
OTU_12	OTU_194	0	0	NA	1	1
OTU_12	OTU_195	0	0	NA	1	1
OTU_12	OTU_196	0	0	NA	1	1
OTU_12	OTU_197	0	0	NA	1	1
OTU_12	OTU_198	0	0	NA	1	1
OTU_12	OTU_199	0	0	NA	1	1
OTU_12	OTU_200	0	0	NA	1	1
OTU_12	OTU_201	0	0	NA	1	1
OTU_12	OTU_202	0	0	NA	1	1
OTU_12	OTU_203	0	0	NA	1	1
OTU_12	OTU_204	0	0	NA	1	1
OTU_12	OTU_205	0	0	NA	1	1
OTU_12	OTU_206	0	0	NA	1	1
OTU_12	OTU_207	0	0	NA	1	1
OTU_12	OTU_208	0	0	NA	1	1
OTU_12	OTU_209	0	0	NA	1	1
OTU_12	OTU_210	0	0	NA	1	1
OTU_12	OTU_211	0	0	NA	1	1
OTU_12	OTU_212	0	0	NA	1	1
OTU_12	OTU_213	0	0	NA	1	1
OTU_12	OTU_214	0	0	NA	1	1
OTU_12	OTU_215	0	0	NA	1	1
OTU_12	OTU_216	0	0	NA	1	1
OTU_12	OTU_217	0	0	NA	1	1
OTU_12	OTU_218	0	0	NA	1	1
OTU_12	OTU_219	0	0	NA	1	1
OTU_13	OTU_14	0	0	NA	1	1
OTU_13	OTU_15	0	0	NA	1	1
OTU_13	OTU_16	0	0	NA	1	1
OTU_13	OTU_17	0	0	NA	1	1
OTU_13	OTU_18	0	0	NA	1	1
OTU_13	OTU_19	0	0	NA	1	1
OTU_13	OTU_20	0	0	NA	1	1
OTU_13	OTU_21	0	0	NA	1	1
OTU_13	OTU_22	0	0	NA	1	1
OTU_13	OTU_23	0	0	NA	1	1
OTU_13	OTU_24	0	0	NA	1	1
OTU_13	OTU_25	0	0	NA	1	1
OTU_13	OTU_26	0	0	NA	1	1
OTU_13	OTU_27	0	0	NA	1	1
OTU_13	OTU_28	0	0	NA	1	1
OTU_13	OTU_29	0	0	NA	1	1
OTU_13	OTU_30	0	0	NA	1	1
OTU_13	OTU_31	0	0	NA	1	1
OTU_13	OTU_32	0	0	NA	1	1
OTU_13	OTU_33	0	0	NA	1	1
OTU_13	OTU_34	0	0	NA	1	1
OTU_13	OTU_35	0	0	NA	1	1
OTU_13	OTU_36	0	0	NA	1	1
OTU_13	OTU_37	0	0	NA	1	1
OTU_13	OTU_38	0	0	NA	1	1
OTU_13	OTU_39	0	0	NA	1	1
OTU_13	OTU_40	0	0	NA	1	1
OTU_13	OTU_41	0	0	NA	1	1
OTU_13	OTU_42	0	0	NA	1	1
OTU_13	OTU_43	0	0	NA	1	1
OTU_13	OTU_44	0	0	NA	1	1
OTU_13	OTU_45	0	0	NA	1	1
OTU_13	OTU_46	0	0	NA	1	1
OTU_13	OTU_47	0	0	NA	1	1
OTU_13	OTU_48	0	0	NA	1	1
OTU_13	OTU_49	0	0	NA	1	1
OTU_13	OTU_50	0	0	NA	1	1
OTU_13	OTU_51	0	0	NA	1	1
OTU_13	OTU_52	0	0	NA	1	1
OTU_13	OTU_53	0	0	NA	1	1
OTU_13	OTU_54	0	0	NA	1	1
OTU_13	OTU_55	0	0	NA	1	1
OTU_13	OTU_56	0	0	NA	1	1
OTU_13	OTU_57	0	0	NA	1	1
OTU_13	OTU_58	0	0	NA	1	1
OTU_13	OTU_59	0	0	NA	1	1
OTU_13	OTU_60	0	0	NA	1	1
OTU_13	OTU_61	0	0	NA	1	1
OTU_13	OTU_62	0	0	NA	1	1
OTU_13	OTU_63	0	0	NA	1	1
OTU_13	OTU_64	0	0	NA	1	1
OTU_13	OTU_65	0	0	NA	1	1
OTU_13	OTU_66	0	0	NA	1	1
OTU_13	OTU_67	0	0	NA	1	1
OTU_13	OTU_68	0	0	NA	1	1
OTU_13	OTU_69	0	0	NA	1	1
OTU_13	OTU_70	0	0	NA	1	1
OTU_13	OTU_71	0	0	NA	1	1
OTU_13	OTU_72	0	0	NA	1	1
OTU_13	OTU_73	0	0	NA	1	1
OTU_13	OTU_74	0	0	NA	1	1
OTU_13	OTU_75	0	0	NA	1	1
OTU_13	OTU_76	0	0	NA	1	1
OTU_13	OTU_77	0	0	NA	1	1
OTU_13	OTU_78	0	0	NA	1	1
OTU_13	OTU_79	0	0	NA	1	1
OTU_13	OTU_80	0	0	NA	1	1
OTU_13	OTU_81	0	0	NA	1	1
OTU_13	OTU_82	0	0	NA	1	1
OTU_13	OTU_83	0	0	NA	1	1
OTU_13	OTU_84	0	0	NA	1	1
OTU_13	OTU_85	0	0	NA	1	1
OTU_13	OTU_86	0	0	NA	1	1
OTU_13	OTU_87	0	0	NA	1	1
OTU_13	OTU_88	0	0	NA	1	1
OTU_13	OTU_89	0	0	NA	1	1
OTU_13	OTU_90	0	0	NA	1	1
OTU_13	OTU_91	0	0	NA	1	1
OTU_13	OTU_92	0	0	NA	1	1
OTU_13	OTU_93	0	0	NA	1	1
OTU_13	OTU_94	0	0	NA	1	1
OTU_13	OTU_95	0	0	NA	1	1
OTU_13	OTU_96	0	0	NA	1	1
OTU_13	OTU_97	0	0	NA	1	1
OTU_13	OTU_98	0	0	NA	1	1
OTU_13	OTU_99	0	0	NA	1	1
OTU_13	OTU_100	0	0	NA	1	1
OTU_13	OTU_101	0	0	NA	1	1
OTU_13	OTU_102	0	0	NA	1	1
OTU_13	OTU_103	0	0	NA	1	1
OTU_13	OTU_104	0	0	NA	1	1
OTU_13	OTU_105	0	0	NA	1	1
OTU_13	OTU_106	0	0	NA	1	1
OTU_13	OTU_107	0	0	NA	1	1
OTU_13	OTU_108	0	0	NA	1	1
OTU_13	OTU_109	0	0	NA	1	1
OTU_13	OTU_110	0	0	NA	1	1
OTU_13	OTU_111	0	0	NA	1	1
OTU_13	OTU_112	0	0	NA	1	1
OTU_13	OTU_113	0	0	NA	1	1
OTU_13	OTU_114	0	0	NA	1	1
OTU_13	OTU_115	0	0	NA	1	1
OTU_13	OTU_116	0	0	NA	1	1
OTU_13	OTU_117	0	0	NA	1	1
OTU_13	OTU_118	0	0	NA	1	1
OTU_13	OTU_119	0	0	NA	1	1
OTU_13	OTU_120	0	0	NA	1	1
OTU_13	OTU_121	0	0	NA	1	1
OTU_13	OTU_122	0	0	NA	1	1
OTU_13	OTU_123	0	0	NA	1	1
OTU_13	OTU_124	0	0	NA	1	1
OTU_13	OTU_125	0	0	NA	1	1
OTU_13	OTU_126	0	0	NA	1	1
OTU_13	OTU_127	0	0	NA	1	1
OTU_13	OTU_128	0	0	NA	1	1
OTU_13	OTU_129	0	0	NA	1	1
OTU_13	OTU_130	0	0	NA	1	1
OTU_13	OTU_131	0	0	NA	1	1
OTU_13	OTU_132	0	0	NA	1	1
OTU_13	OTU_133	0	0	NA	1	1
OTU_13	OTU_134	0	0	NA	1	1
OTU_13	OTU_135	0	0	NA	1	1
OTU_13	OTU_136	0	0	NA	1	1
OTU_13	OTU_137	0	0	NA	1	1
OTU_13	OTU_138	0	0	NA	1	1
OTU_13	OTU_139	0	0	NA	1	1
OTU_13	OTU_140	0	0	NA	1	1
OTU_13	OTU_141	0	0	NA	1	1
OTU_13	OTU_142	0	0	NA	1	1
OTU_13	OTU_143	0	0	NA	1	1
OTU_13	OTU_144	0	0	NA	1	1
OTU_13	OTU_145	0	0	NA	1	1
OTU_13	OTU_146	0	0	NA	1	1
OTU_13	OTU_147	0	0	NA	1	1
OTU_13	OTU_148	0	0	NA	1	1
OTU_13	OTU_149	0	0	NA	1	1
OTU_13	OTU_150	0	0	NA	1	1
OTU_13	OTU_151	0	0	NA	1	1
OTU_13	OTU_152	0	0	NA	1	1
OTU_13	OTU_153	0	0	NA	1	1
OTU_13	OTU_154	0	0	NA	1	1
OTU_13	OTU_155	0	0	NA	1	1
OTU_13	OTU_156	0	0	NA	1	1
OTU_13	OTU_157	0	0	NA	1	1
OTU_13	OTU_158	0	0	NA	1	1
OTU_13	OTU_159	0	0	NA	1	1
OTU_13	OTU_160	0	0	NA	1	1
OTU_13	OTU_161	0	0	NA	1	1
OTU_13	OTU_162	0	0	NA	1	1
OTU_13	OTU_163	0	0	NA	1	1
OTU_13	OTU_164	0	0	NA	1	1
OTU_13	OTU_165	0	0	NA	1	1
